"Id","Category","Control","Impact","ServiceName","ResourceType","Key","Message","State","Version","Description","LongDescription","Benefits","Tip","LearnMoreLink"
"b9ce2d2e-554b-4391-8ebc-91c570602b04","High Availability","Other","Medium","Azure Container Apps","microsoft.app/containerapps","ContainerAppCustomDomainCertificateNearExpiration","Renew custom domain certificate","Active","6","Renew custom domain certificate","The custom domain certificate you uploaded is near expiration. To prevent possible service downtime, renew your certificate and upload the new certificate for your container apps.","Your service wont fail because of expired certificate.",,"https://aka.ms/containerappcustomdomaincert"
"fa6c0880-da2e-42fd-9cb3-e1267ec5b5c2","High Availability","Other","High","Azure Container Apps","microsoft.app/containerapps","ContainerAppManagedCertificateAutoRenewalFailure","Managed certificate failed to renew.","Active","6","An issue has been detected that is preventing the renewal of your Managed Certificate.","We detected the managed certificate used by the Container App has failed to auto renew. Please follow the documentation link to make sure that the DNS settings of your custom domain are correct.","Avoid downtime due to an expired certificate.",,"https://aka.ms/containerapps/managed-certificates"
"9be5f344-6fa5-4abc-a1f2-61ae6192a075","High Availability","High Availability","Medium","Azure Container Apps","microsoft.app/containerapps","ContainerAppMinimalReplicaCountTooLow","Increase the minimal replica count for your containerized application","Active","6","Increase the minimal replica count for your containerized application","The minimal replica count set for your Azure Container App containerized application might be too low, which can cause resilience, scalability, and load balancing issues. For better availability, consider increasing the minimal replica count.","Better availability for your container app.",,"https://aka.ms/containerappscalingrules"
"f6e3ad9c-5d58-48ba-b06b-ebffba60dd18","Cost",,"Medium","Data Factory","microsoft.datafactory/factories/pipelines","ADFFailingPipelines","Delete failing ADF pipelines","Active","2.2","Delete failing ADF pipelines","Repeatedly failing pipelines have been detected in your Azure Data Factory resource. Know that you're being billed for them even though they are not serving you while failing. Review them to resolve issues or delete failing pipelines that are no longer needed to save on costs.","Reduce billing costs by addressing issues with or deleting your failing Data Factory pipelines",,"https://aka.ms/aa_advisor_adfpipeline"
"eb4f67d2-2440-4d58-bec7-6de73cc5ba75","Performance",,"Medium","Data Factory","microsoft.datafactory/factories/triggers","ADFThrottledTriggers","Review your throttled Data Factory Triggers","Active","1","Review your throttled Data Factory Triggers","A high volume of throttling has been detected in an event-based trigger that runs in your Data Factory resource. This is causing your pipeline runs to drop from the run queue. Review the trigger definition to resolve issues and increase performance.","Ensure better performance by reviewing and editing your event-based trigger definition",,"https://aka.ms/adf-create-event-trigger"
"a77dd319-ffb5-4f88-bdf2-e98e59afc79f","Performance",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbformariadb/servers","OrcasMariaDBAuditLog","Increase the reliability of MariaDB audit logs.","Active","1","Increase the reliability of audit logs","Our internal telemetry shows that the server's audit logs may have been lost over the past day. This can occur when your server is experiencing a CPU heavy workload or a server generates a large number of audit logs over a short period of time. We recommend only logging the necessary events required for your audit purposes using the following server parameters: audit_log_events, audit_log_exclude_users, audit_log_include_users. If the CPU usage on your server is high due to your workload, we recommend increasing the server's vCores to improve performance.","Improve the reliability of audit logs for monitoring and troubleshooting.","You can improve the reliability of MariaDB audit logs by only logging events you need.","https://aka.ms/mariadb-audit-logs"
"860d2d5d-7934-4ccb-a34a-577adf3022a6","Performance",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbformariadb/servers","OrcasMariaDbConcurrentConnection","Scale the MariaDB server to higher SKU","Active","1","Scale the MariaDB server to higher SKU","Our internal telemetry shows that the server may be unable to support the connection requests because of the maximum supported connections for the given SKU. This may result in a large number of failed connections requests which adversly affect the the performance. To improve performance, we recommend to move to higher memory SKU by increasing vCore or switching to Memory-Optimized SKUs.","Improve query performance by allowing more concurrent connections","You can improve the query performance of your MariaDB database by scaling your server to a higher SKU.","https://aka.ms/mariadbconnectionlimits"
"a5f888e3-8cf4-4491-b2ba-b120e14eb7ce","Performance",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbformariadb/servers","OrcasMariaDbCpuOverlaod","Increase the MariaDB server vCores","Active","1","Increase the MariaDB server vCores","Our internal telemetry shows that the CPU has been running under high utilization for an extended period of time over the last 7 days. High CPU utilization may lead to slow query performance. To improve performance, we recommend moving to a larger compute size.","Improve query performance by reducing CPU pressure","You can improve the query performance of your MariaDB database by increasing the server vCores.","https://aka.ms/mariadbpricing"
"a092afdb-6f20-4b42-8d8f-423ac8d71a3f","Performance",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbformariadb/servers","OrcasMariaDbMemoryCache","Move your MariaDB server to Memory Optimzed SKU","Active","1","Move your MariaDB server to Memory Optimzed SKU","Our internal telemetry shows that there is high churn in the buffer pool for this server which can result in slower query performance and increased IOPS. To improve performance, please review your workload queries to identify opportunities to minimize memory consumed.  If no such opportunity found, then we recommend moving to higher SKU with more memory or increase storage size to get more IOPS.","Improve query performance by caching more data in memory","You can improve the query performance of your MariaDB database by moving your server to a Memory Optimized SKU.","https://aka.ms/mariadbpricing"
"2af11142-942e-45c1-8ce8-d9d2df25aae9","Cost",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbformariadb/servers","OrcasMariaDbCpuRightSize","Right-size underutilized MariaDB server","Active","1.1","Right-size underutilized MariaDB servers","Our internal telemetry shows that the MariaDB database server resources have been underutilized for an extended period of time over the last 7 days. Low resource utilization results in unwanted expenditure which can be fixed without significant performance impact. To reduce your costs and efficiently manage your resources, we recommend reducing the compute size (vCores) by half.","Reduce cost by right-sizing the MariaDB server","You can improve the overall resource spend for your Azure Database for MariaDB by scaling down the compute resources by half.","https://aka.ms/mariadbpricing"
"dc791c8d-a74e-4b3e-b7f1-40793399ecd6","Performance",,"High","Open Source RDBMS (Orcas)","microsoft.dbformariadb/servers","OrcasMariaDbStorageLimit","Increase the Server Storage limit","Active","1","Scale the storage limit for MariaDB server","Our internal telemetry shows that the server may be constrained because it is approaching limits for the currently provisioned storage values. This may result in degraded performance or in the server being moved to read-only mode. To ensure continued performance, we recommend increasing the provisioned storage amount or turning ON the ""Auto-Growth"" feature for automatic storage increases","Improve query performance by allocating larger storage for the server",,"https://aka.ms/mariadbstoragelimits"
"fba7355d-0f26-4015-9b14-17bdc584081a","Performance",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbformysql/flexibleservers","OrcasMeruMySqlComputeSeriesUpgradeEv5","Upgrade to Ev5 compute series","Active","2","Boost your workload performance by 30% with the new Ev5 compute hardware","With the new Ev5 compute hardware, you can boost workload performance by 30% with higher concurrency and better throughput. Navigate to the Compute+Storage blade on the Azure Portal and switch to Ev5 compute at no additional cost. Ev5 compute provides best performance among other VM series in terms of QPS and latency.","With the new Ev5 compute hardware, you can boost workload performance by 30% with higher concurrency and better throughput.","With the new Ev5 compute hardware, you can boost workload performance by 30% with higher concurrency and better throughput.","https://techcommunity.microsoft.com/t5/azure-database-for-mysql-blog/boost-azure-mysql-business-critical-flexible-server-performance/ba-p/3603698"
"5f043aef-0ac4-4dd6-941b-7f4697ebad47","Performance",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbformysql/flexibleservers","OrcasMeruMysqlConnectionUpsell","Increase connection limit by adding vCores or switching to a higher SKU.","Active","1.2","Scale the MySQL Flexible Server to a higher SKU","Our telemetry indicates that your Flexible Server is exceeding the connection limits associated with your current SKU. A large number of failed connection requests may adversely affect server performance. To improve performance, we recommend increasing the number of vCores or switching to a higher SKU.","Improve Flexible Server performance by enabling more concurrent connections.","You can raise the connection limit of your MySQL Flexible Server by increasing vCores or switching to a higher SKU.","https://aka.ms/azure_mysql_flexible_server_storage"
"96181a8c-f81b-45c0-83d2-5c4cf62843c4","Performance",,"High","Open Source RDBMS (Orcas)","microsoft.dbformysql/flexibleservers","OrcasMeruMysqlCpuUpcell","Increase your Flexible Server's CPU vCore.","Active","1","Increase the MySQL Flexible Server vCores.","Our internal telemetry shows that the CPU has been running under high utilization for an extended period of time over the last 7 days. High CPU utilization may lead to slow query performance. To improve performance, we recommend moving to a larger compute size.","Improve query performance by reducing CPU pressure","You can improve the query performance of your MySQL database by increasing the Flexible Server vCores.","https://aka.ms/azure_mysql_flexible_server_pricing"
"89b7919e-60cc-42a3-adb7-2be468f6ecb9","Performance",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbformysql/flexibleservers","OrcasMeruMysqlMemoryUpsell","Move your MySQL server to Memory Optimized SKU","Active","1","Move your MySQL server to Memory Optimized SKU","Our internal telemetry shows that there is high memory usage for this server which can result in slower query performance and increased IOPS. To improve performance, please review your workload queries to identify opportunities to minimize memory consumed.  If no such opportunity found, then we recommend moving to higher SKU with more memory or increase storage size to get more IOPS.","Improve query performance by caching more data in memory","You can improve the query performance of your MySQL database by moving your server to a Memory Optimized SKU.","https://aka.ms/azure_mysql_flexible_server_storage"
"f9604823-849a-4fe0-b9be-bc937d6b4618","Performance",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbformysql/flexibleservers","OrcasMeruMysqlReadReplicaUpsell","Add a MySQL Read Replica","Active","1.1","Add a MySQL Read Replica server","Our internal telemetry shows that you may have a read intensive workload running, which results in resource contention for this server. This may lead to slow query performance for the server. To improve performance, we recommend you add a read replica, and offload some of your read workloads to the replica.","Improve query performance by scaling out reads","You can improve the query performance of your MySQL database my adding a Read Replica server.","https://aka.ms/flexible-server-mysql-read-replicas"
"6abfe73d-9b26-414c-9e94-62f1db8d653b","Performance",,"High","Open Source RDBMS (Orcas)","microsoft.dbformysql/flexibleservers","OrcasMeruMySqlStorageUpsell","Increase the storage limit for MySQL Flexible Server","Active","2.5","Increase the storage limit for MySQL Flexible Server","Our internal telemetry shows that the server may be constrained because it is approaching limits for the currently provisioned storage values. This may result in degraded performance or in the server being moved to read-only mode. To ensure continued performance, we recommend increasing the provisioned storage amount.","Improve server performance by increasing the storage limit","You can improve your MySQL Flexible Server performance by increasing the storage limit.","https://aka.ms/azure_mysql_flexible_server_storage"
"feae9d98-0d24-48eb-ac98-0cedeefd5b9a","Operational Excellence",,"High","Open Source RDBMS (Orcas)","microsoft.dbformysql/flexibleservers","OrcasMeruMySqlTlsDeprecation","Deprecating Client communication over TLSv1.0 and TLSv1.1","Active","1.4","Your Azure Database for MySQL - Flexible Server is vulnerable using weak, deprecated TLSv1 or TLSv1.1 protocols","To support modern security standards, MySQL community edition discontinued the support for communication over Transport Layer Security (TLS) 1.0 and 1.1 protocols. Microsoft will also stop supporting connection over TLSv1 and TLSv1.1 to Azure Database for MySQL - Flexible server soon to comply with the modern security standards . We recommend you upgrade your client driver to support TLSv1.2.","Secured & Strong TLS protocol for communication","You can get secured & strong TLS protocol for communication by deprecating the TLSv1.0 and TLSv1.1.","https://aka.ms/encrypted_connection_deprecated_protocols"
"f44c8e21-9f13-4b8e-a839-7141dd5645bb","Performance",,"High","Open Source RDBMS (Orcas)","microsoft.dbformysql/flexibleservers","OrcasMeruMysqlTmpTable","Improve performance by optimizing MySQL temporary-table sizing.","Active","1","Improve performance by optimizing MySQL temporary-table sizing.","Our internal telemetry indicates that your MySQL server may be incurring unncessary I/O overhead due to low temporary-table parameter settings. This may result in unnecessary disk-based transactions and reduced performance. We recommend that you increase the 'tmp_table_size' and 'max_heap_table_size' parameter values to reduce the number of disk-based transactions.","Improve MySQL workload performance by reducing I/O overhead associated with disk-based transactions","You can adjust your MySQL temporary-table sizing to improve database performance.","https://dev.mysql.com/doc/refman/8.0/en/internal-temporary-tables.html#internal-temporary-tables-engines"
"997839f4-48e4-49e4-9b15-628a7757765c","Performance",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbformysql/servers","OrcasMySQLAuditLog","Increase the reliability of MySQL audit logs.","Active","1","Increase the reliability of audit logs","Our internal telemetry shows that the server's audit logs may have been lost over the past day. This can occur when your server is experiencing a CPU heavy workload or a server generates a large number of audit logs over a short period of time. We recommend only logging the necessary events required for your audit purposes using the following server parameters: audit_log_events, audit_log_exclude_users, audit_log_include_users. If the CPU usage on your server is high due to your workload, we recommend increasing the server's vCores to improve performance.","Improve the reliability of audit logs for monitoring and troubleshooting.","You can improve the reliability of MySQL audit logs by only logging events you need.","https://aka.ms/mysql-audit-logs"
"944611b9-0357-4272-a9ac-a97a65932599","Performance",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbformysql/servers","OrcasMySQLConcurrentConnection","Scale the MySQL server to higher SKU","Active","1","Scale the MySQL server to higher SKU","Our internal telemetry shows that the server may be unable to support the connection requests because of the maximum supported connections for the given SKU. This may result in a large number of failed connections requests which adversly affect the the performance. To improve performance, we recommend to move to higher memory SKU by increasing vCore or switching to Memory-Optimized SKUs.","Improve query performance by allowing more concurrent connections","You can improve the query performance of your MySQL database by scaling your server to a higher SKU.","https://aka.ms/mysqlconnectionlimits"
"f62ef41c-2cdb-4f4e-9dc9-a391c579b0fb","Performance",,"High","Open Source RDBMS (Orcas)","microsoft.dbformysql/servers","OrcasMySQLConnectionPooling","Improve MySQL connection management","Active","1","Improve MySQL connection management","Our internal telemetry indicates that your application connecting to MySQL server may not be managing connections efficiently. This may result in unnecessary resource consumption and overall higher application latency. To improve connection management, we recommend that you reduce the number of short-lived connections and eliminate unnecessary idle connections. This can be done by configuring a server side connection-pooler, such as ProxySQL.","Improve performance by reducing overhead associated with short-lived and idle database connections","You can manage your MySQL database connections more efficiently by configuring a connection pooler, such as ProxySQL.","https://aka.ms/azure_mysql_connection_pooling"
"2cbca084-4e80-4720-a7fe-dc8c3074e8ca","Performance",,"High","Open Source RDBMS (Orcas)","microsoft.dbformysql/servers","OrcasMySQLConnectionRedirection","Improve MySQL connection latency","Active","1","Improve MySQL connection latency","Our internal telemetry indicates that your application connecting to MySQL server may not be managing connections efficiently. This may result in higher application latency. To improve connection latency, we recommend that you enable connection redirection. This can be done by enabling the connection redirection feature of the PHP driver.","Reduce network latency between client applications","You can manage your MySQL database connections more efficiently by enabling connection redirection.","https://aka.ms/azure_mysql_connection_redirection"
"0fb3f293-899e-458a-81cc-ad263dd89629","Performance",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbformysql/servers","OrcasMySQLCpuOverload","Increase the MySQL server vCores","Active","1","Increase the MySQL server vCores","Our internal telemetry shows that the CPU has been running under high utilization for an extended period of time over the last 7 days. High CPU utilization may lead to slow query performance. To improve performance, we recommend moving to a larger compute size.","Improve query performance by reducing CPU pressure","You can improve the query performance of your MySQL database by increasing the server vCores.","https://aka.ms/mysqlpricing"
"74aa92b7-9c42-4640-9b1b-8ab645c86a00","Performance",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbformysql/servers","OrcasMySQLMemoryCache","Move your MySQL server to Memory Optimized SKU","Active","1","Move your MySQL server to Memory Optimized SKU","Our internal telemetry shows that there is high churn in the buffer pool for this server which can result in slower query performance and increased IOPS. To improve performance, please review your workload queries to identify opportunities to minimize memory consumed.  If no such opportunity found, then we recommend moving to higher SKU with more memory or increase storage size to get more IOPS.","Improve query performance by caching more data in memory","You can improve the query performance of your MySQL database by moving your server to a Memory Optimized SKU.","https://aka.ms/mysqlpricing"
"1efe9592-f5ae-4167-97d7-63e973821fca","Performance",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbformysql/servers","OrcasMySQLReadReplica","Add a MySQL Read Replica","Active","1","Add a MySQL Read Replica server","Our internal telemetry shows that you may have a read intensive workload running, which results in resource contention for this server. This may lead to slow query performance for the server. To improve performance, we recommend you add a read replica, and offload some of your read workloads to the replica.","Improve query performance by scaling out reads","You can improve the query performance of your MySQL database my adding a Read Replica server.","https://aka.ms/mysqlreadreplica"
"7e76e54f-7978-4d48-9ab9-a4da5b7c69a3","Cost",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbformysql/servers","OrcasMySQLCpuRightSize","Right-size underutilized MySQL server","Active","2.1","Right-size underutilized MySQL servers","Our internal telemetry shows that the MySQL database server resources have been underutilized for an extended period of time over the last 7 days. Low resource utilization results in unwanted expenditure which can be fixed without significant performance impact. To reduce your costs and efficiently manage your resources, we recommend reducing the compute size (vCores) by half.","Reduce cost by right-sizing the MySQL server","You can improve the overall resource spend for your Azure Database for MySQL by scaling down the compute resources by half.","https://aka.ms/mysqlpricing"
"c0576597-4910-48b5-9828-5b3a99190b82","Performance",,"High","Open Source RDBMS (Orcas)","microsoft.dbformysql/servers","OrcasMySQLStorageLimit","Increase the Server Storage limit","Active","1","Scale the storage limit for MySQL server","Our internal telemetry shows that the server may be constrained because it is approaching limits for the currently provisioned storage values. This may result in degraded performance or in the server being moved to read-only mode. To ensure continued performance, we recommend increasing the provisioned storage amount or turning ON the ""Auto-Growth"" feature for automatic storage increases","Improve query performance by allocating larger storage for the server",,"https://aka.ms/mysqlstoragelimits"
"99811474-2a6c-4d40-ac91-ae76c76e3258","Performance",,"High","Open Source RDBMS (Orcas)","microsoft.dbformysql/servers","OrcasMySqlTmpTables","Improve performance by optimizing MySQL temporary-table sizing","Active","1","Improve performance by optimizing MySQL temporary-table sizing","Our internal telemetry indicates that your MySQL server may be incurring unnecessary I/O overhead due to low temporary-table parameter settings. This may result in unnecessary disk-based transactions and reduced performance. We recommend that you increase the 'tmp_table_size' and 'max_heap_table_size' parameter values to reduce the number of disk-based transactions.","Improve MySQL workload performance by reducing I/O overhead associated with disk-based transactions","You can adjust your MySQL temporary-table sizing to improve database performance.","https://aka.ms/azure_mysql_tmp_table"
"b26edab6-a8dc-4903-b29f-d3b7fb9e0f9c","Performance",,"High","Azure Database for PostgreSQL - Hyperscale (Citus)","microsoft.dbforpostgresql/servergroupsv2","MarlinStorageLimitRecommendation","Increase the storage limit for Hyperscale (Citus) Server Group","Active","1","Increase the storage limit for Hyperscale (Citus) server group","Our internal telemetry shows that one or more nodes in the server group may be constrained because they are approaching limits for the currently provisioned storage values. This may result in degraded performance or in the server being moved to read-only mode. To ensure continued performance, we recommend increasing the provisioned disk space.","Improve server performance by increasing the storage and continue to use server in read-write mode.","Increase the storage limit for Hyperscale (Citus) Server Group","https://docs.microsoft.com/azure/postgresql/howto-hyperscale-scale-grow#increase-storage-on-nodes"
"c3c74c9e-e241-496c-be3f-57a2797aa91f","Performance",,"High"," Open Source RDBMS (Orcas)","microsoft.dbforpostgresql/servergroups","OrcasPostgreSqlCitusDistributeData","Distribute data in server group to distribute workload among nodes","Active","1","Distribute data in server group to distribute workload among nodes","It looks like the data has not been distributed in this server group but stays on the coordinator. For full Hyperscale (Citus) benefits distribute data on worker nodes in this server group.","Improve query performance by utilizing resource of each node in the server group",,"https://go.microsoft.com/fwlink/?linkid=2135201"
"426292db-b3e8-46f6-ad3e-d46753943afb","Performance",,"High","Open Source RDBMS (Orcas)","microsoft.dbforpostgresql/servergroups","OrcasPostgreSqlCitusRebalanceData","Rebalance data in Hyperscale (Citus) server group to distribute workload among worker nodes more evenly","Active","1","Rebalance data in Hyperscale (Citus) server group to distribute workload among worker nodes more evenly","It looks like the data is not well balanced between worker nodes in this Hyperscale (Citus) server group. In order to use each worker node of the Hyperscale (Citus) server group effectively rebalance data in this server group.","Get the most of Hyperscale (Citus) by utilizing resources of each node more evenly",,"https://go.microsoft.com/fwlink/?linkid=2148869"
"4b0be860-1d79-4360-861a-5382fdb0532c","Performance",,"High","Open Source RDBMS (Orcas)","microsoft.dbforpostgresql/servers","OrcasPostgreSqlCitusStorageLimitHyperscaleCitus","Increase the storage limit for Hyperscale (Citus) Server Group","Active","1","Increase the storage limit for Hyperscale (Citus) server group","Our internal telemetry shows that one or more nodes in the server group may be constrained because they are approaching limits for the currently provisioned storage values. This may result in degraded performance or in the server being moved to read-only mode. To ensure continued performance, we recommend increasing the provisioned disk space.","Improve server performance by increasing the storage and continue to use server in read-write mode.","Increase the storage limit for Hyperscale (Citus) Server Group","https://docs.microsoft.com/azure/postgresql/howto-hyperscale-scale-grow#increase-storage-on-nodes"
"6008fcbf-6eb7-48b3-b528-2ec5bae4f94e","Performance",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbforpostgresql/flexibleservers","OrcasMeruMeruLogDuration","Set log_duration to OFF","Disabled","2","Optimize log_duration settings for PostgreSQL on Azure Database","Our internal telemetry indicates that you have log_duration enabled, for better performance, set it to OFF","Improve server performance by changing log_duration to OFF","You can improve your PostgreSQL performance by setting log_duration to OFF","https://docs.microsoft.com/azure/postgresql/flexible-server/concepts-logging"
"523847ec-6157-4e9f-b3ae-01079123a420","Performance",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbforpostgresql/flexibleservers","OrcasMeruMeruLogErrorVerbosity","Set log_error_verbosity to DEFAULT","Disabled","2","Optimize log_error_verbosity settings for PostgreSQL on Azure Database","Our internal telemetry indicates that you have log_error_verbosity enabled, for better performance, set it to DEFAULT","Improve server performance by changing log_error_verbosity to DEFAULT","You can improve your PostgreSQL performance by setting log_error_verbosity to DEFAULT","https://docs.microsoft.com/azure/postgresql/flexible-server/concepts-logging"
"0f5b008d-ab30-4cb6-954f-b66a66d11d37","Performance",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbforpostgresql/flexibleservers","OrcasMeruMeruLogMinDuration","Set log_min_duration to -1","Disabled","2","Optimize log_min_duration settings for PostgreSQL on Azure Database","Our internal telemetry indicates that you have log_min_duration enabled, for better performance, set it to -1","Improve server performance by changing log_min_duration to -1","You can improve your PostgreSQL performance by setting log_min_duration to -1","https://docs.microsoft.com/azure/postgresql/flexible-server/concepts-logging"
"c3b02a4b-331f-4223-8d5c-20d2d7e439df","Performance",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbforpostgresql/flexibleservers","OrcasMeruMeruLogStatement","Set log_statement to NONE","Disabled","2","Optimize log_statement settings for PostgreSQL on Azure Database","Our internal telemetry indicates that you have log_statement enabled, for better performance, set it to NONE","Improve server performance by changing log_statement to NONE","You can improve your PostgreSQL performance by setting log_statement to NONE","https://docs.microsoft.com/azure/postgresql/flexible-server/concepts-logging"
"7c1948cd-2cd7-4343-9c26-be576842e378","Performance",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbforpostgresql/flexibleservers","OrcasMeruMeruQueryCaptureMode","Set pg_qs.query_capture_mode to NONE","Disabled","2","Optimize pg_qs.query_capture_mode settings for PostgreSQL on Azure Database","Our internal telemetry indicates that you have pg_qs.query_capture_mode enabled, for better performance, set it to NONE","Improve server performance by changing pg_qs.query_capture_mode to NONE","You can improve your PostgreSQL performance by setting pg_qs.query_capture_mode to NONE","https://docs.microsoft.com/azure/postgresql/flexible-server/concepts-query-store-best-practices"
"21160291-a460-4534-9f17-80f038b166f8","Performance",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbforpostgresql/flexibleservers","OrcasMeruMeruWorkMem","Increase server parameter: work_mem","Disabled","2","Increase the work_mem to avoid excessive disk spilling from sort and hash","Our internal telemetry shows that the configuration work_mem is too small for your PostgreSQL server which is resulting in disk spilling and degraded query performance. To improve this, we recommend to increase the work_mem limit for the server which will help to reduce the scenarios when the sort or hash happens on disk, thereby improving the overall query performance.","Improve query performance by allocating more work_mem for the sort or hash operations thus avoiding unnecessary disk read and write.","You can improve your PostgreSQL performance by increasing server parameter: work_mem","https://aka.ms/runtimeconfiguration"
"d229f650-eed6-46df-9fe3-977af82e377f","Performance",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbforpostgresql/flexibleservers","OrcasMeruOrcasPostgreSQLConnectionPooling","Set pgbouncer.enabled to TRUE","Disabled","2","Optimize PostgreSQL performance by enabling PGBouncer","Our Internal telemetry indiceates that you can improve PostgreSQL performance by enabling PGBouncer","Improve server performance by changing pgbouncer.enabled to TRUE","Improve PostgreSQL performance by enabling PGBouncer","https://docs.microsoft.com/azure/postgresql/flexible-server/concepts-pgbouncer"
"2b099658-9ec3-4582-af92-e09e90a516da","Performance",,"High","Open Source RDBMS (Orcas)","microsoft.dbforpostgresql/flexibleservers","OrcasMeruIntelligentTuning","Set Intelligent tuning to ON","Disabled","2","Improve PostgreSQL - Flexible Server performance by enabling Intelligent tuning","Our internal telemetry suggests that you can improve storage performance by enabling Intelligent tuning","Improve PostgreSQL - Flexible Server performance by enabling Intelligent tuning","You can improve your PostgreSQL - Flexible Server performance by enabling Intelligent tuning","https://docs.microsoft.com/azure/postgresql/flexible-server/concepts-intelligent-tuning"
"33f26810-57d0-4612-85ff-a83ee9be884a","High Availability","Other","High","Open Source RDBMS (Orcas)","microsoft.dbforpostgresql/flexibleservers","OrcasPostgreSqlFlexibleServerLogicalReplicationSlots","Remove inactive logical replication slots","Active","9","Remove inactive logical replication slots (important)","Inactive logical replication slots can result in degraded server performance and unavailability due to write ahead log (WAL) file retention and buildup of snapshot files. Your Azure Database for PostgreSQL flexible server might have inactive logical replication slots. THIS NEEDS IMMEDIATE ATTENTION. Either delete the inactive replication slots, or start consuming the changes from these slots, so that the slots' Log Sequence Number (LSN) advances and is close to the current LSN of the server.","Improve PostgreSQL availability by removing inactive logical replication slots","You can improve your PostgreSQL availability by removing inactive logical replication slots.","https://aka.ms/azure_postgresql_flexible_server_logical_decoding"
"30331dd3-8462-481d-974c-fb5797f323a8","Performance",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbforpostgresql/servers","OrcasMeruMemoryUpsell","Move your PostgreSQL Flexible Server to Memory Optimized SKU","Disabled","2","Move your PostgreSQL Flexible Server to Memory Optimized SKU","Our internal telemetry shows that there is high churn in the buffer pool for this server which can result in slower query performance and increased IOPS. To improve performance, please review your workload queries to identify opportunities to minimize memory consumed. If no such opportunity found, then we recommend moving to higher SKU with more memory or increase storage size to get more IOPS.","Improve query performance by caching more data in memory","You can improve the query performance of your PostgreSQL database by moving your Flexible Server to a Memory Optimized SKU.","https://aka.ms/azure_postgresql_flexible_server_pricing"
"2f77028c-f3a0-467c-9dd3-4d29d56ad460","Performance",,"High","Azure Database for PostgreSQL - Flexible Server","microsoft.dbforpostgresql/servers","OrcasPostgreSqlFlexibleServerStorageLimit","Increase the PostgreSQL Flexible Server storage limit","Disabled","3","Increase the storage limit for PostgreSQL Flexible Server","Our internal telemetry shows that the server may be constrained because it is approaching limits for the currently provisioned storage values. This may result in degraded performance or in the server being moved to read-only mode. To ensure continued performance, we recommend increasing the provisioned storage amount.","Improve server performance by increasing the storage limit","You can improve your PostgreSQL Flexible Server performance by increasing the storage limit.","https://aka.ms/azure_postgresql_flexible_server_limits"
"f5abcb36-180d-45f7-9a88-f5939823e528","Performance",,"High","Open Source RDBMS (Orcas)","microsoft.dbforpostgresql/flexibleservers","OrcasPostgreSqlMeruMigration","Consider the upgrade to FSPG","Disabled","2","Migrate your database from SSPG to FSPG","Please consider our new offering Azure Database for PostgreSQL Flexible Server that provides richer capabilities such as zone resilient HA, predictable performance, maximum control, custom maintenance window, cost optimization controls and simplified developer experience. Learn more.","Please consider our new offering Azure Database for PostgreSQL Flexible Server that provides richer capabilities such as zone resilient HA, predictable performance, maximum control, custom maintenance window, cost optimization controls and simplified developer experience. Learn more.","Please consider our new offering Azure Database for PostgreSQL Flexible Server that provides richer capabilities such as zone resilient HA, predictable performance, maximum control, custom maintenance window, cost optimization controls and simplified developer experience. Learn more.","https://aka.ms/sspg-upgrade"
"bd109fe8-a2cf-415a-adcb-5e9f9fc1d3c0","Performance",,"Medium","Open Source RDBMS (Orcas)","microsoft.dbforpostgresql/servers","OrcasPostgreSqlConcurrentConnection","Scale the PostgreSQL server to higher SKU","Disabled","2","Scale the PostgreSQL server to higher SKU","Our internal telemetry shows that the server may be unable to support the connection requests because of the maximum supported connections for the given SKU. This may result in a large number of failed connections requests which adversly affect the the performance. To improve performance, we recommend to move to higher memory SKU by increasing vCore or switching to Memory-Optimized SKUs.","Improve query performance by allowing more concurrent connections","You can improve the query performance of your PostgreSQL database by scaling your server to a higher SKU.","https://aka.ms/postgresqlconnectionlimits"
